Sales Person,Country,Product,Amount,Boxes Shipped,Day,Month,Year,Price Per Box
Curtice Advani,India,85% Dark Bars,308.24,402,Thursday,January,2024,0.7667661691542289
Kaine Padly,USA,Eclairs,7978.76,10,Thursday,August,2024,797.876
Gunar Cockshoot,UK,99% Dark & Pure,8.16,84,Thursday,March,2024,0.09714285714285714
Beverie Moffet,UK,Choco Coated Almonds,3303.13,73,Monday,March,2024,45.248356164383566
Dotty Strutley,Canada,Manuka Honey Choco,13959.74,113,Monday,April,2024,123.53752212389381
Kaine Padly,Australia,Milk Bars,4251.42,91,Sunday,June,2024,46.7189010989011
Jan Morforth,Canada,Fruit & Nut Bars,9885.53,217,Thursday,July,2024,45.55543778801844
Jan Morforth,India,Smooth Sliky Salty,12864.47,93,Saturday,August,2024,138.32763440860214
Rafaelita Blaksland,Australia,Manuka Honey Choco,5245.6,144,Saturday,August,2024,36.42777777777778
Jehu Rudeforth,UK,Milk Bars,14345.5,219,Friday,May,2024,65.50456621004567
Husein Augar,Canada,After Nines,11462.19,288,Friday,January,2024,39.79927083333334
Roddy Speechley,USA,50% Dark Bites,11667.94,306,Sunday,February,2024,38.13052287581699
Van Tuxwell,India,Almond Choco,7455.17,383,Friday,June,2024,19.46519582245431
Kelci Walkden,USA,50% Dark Bites,7203.64,234,Saturday,March,2024,30.784786324786324
Madelene Upcott,Canada,85% Dark Bars,8081.58,105,Saturday,February,2024,76.96742857142857
Dennison Crosswaite,Canada,Smooth Sliky Salty,2055.4,485,Sunday,March,2024,4.237938144329897
Mallorie Waber,Australia,Spicy Special Slims,6476.09,304,Saturday,June,2024,21.30292763157895
Ches Bonnell,Canada,Choco Coated Almonds,17490.08,289,Saturday,August,2024,60.51930795847751
Gigi Bohling,Canada,Spicy Special Slims,13644.0,281,Thursday,July,2024,48.555160142348754
Roddy Speechley,New Zealand,Almond Choco,2930.46,70,Thursday,March,2024,41.86371428571429
Curtice Advani,India,Smooth Sliky Salty,22717.09,143,Friday,April,2024,158.86076923076922
Ches Bonnell,New Zealand,Mint Chip Choco,9471.72,248,Thursday,January,2024,38.192419354838705
Van Tuxwell,New Zealand,Fruit & Nut Bars,3400.47,92,Wednesday,January,2024,36.961630434782606
Andria Kimpton,New Zealand,Mint Chip Choco,10696.21,201,Thursday,February,2024,53.21497512437811
Andria Kimpton,UK,Milk Bars,17101.67,307,Sunday,February,2024,55.7057654723127
Camilla Castle,USA,Manuka Honey Choco,18936.88,180,Thursday,March,2024,105.20488888888889
Gunar Cockshoot,New Zealand,Almond Choco,6015.37,136,Friday,January,2024,44.23066176470588
Brien Boise,India,Raspberry Choco,7623.58,162,Thursday,May,2024,47.059135802469136
Jehu Rudeforth,USA,99% Dark & Pure,2996.83,227,Thursday,January,2024,13.201894273127753
Beverie Moffet,Australia,Fruit & Nut Bars,1718.97,260,Monday,April,2024,6.611423076923077
Gigi Bohling,Canada,Milk Bars,3523.33,114,Saturday,February,2024,30.90640350877193
Dotty Strutley,India,Spicy Special Slims,1092.36,209,Monday,August,2024,5.226602870813396
Gunar Cockshoot,USA,Organic Choco Syrup,2495.71,310,Saturday,August,2024,8.05067741935484
Kelci Walkden,Australia,Raspberry Choco,813.41,58,Friday,June,2024,14.024310344827585
Jehu Rudeforth,India,Baker's Choco Chips,2489.06,81,Thursday,June,2024,30.729135802469134
Karlen McCaffrey,New Zealand,Baker's Choco Chips,5701.35,201,Friday,April,2024,28.36492537313433
Wilone O'Kielt,USA,50% Dark Bites,5084.32,126,Thursday,April,2024,40.35174603174603
Andria Kimpton,India,50% Dark Bites,15789.48,16,Wednesday,January,2024,986.8425
Madelene Upcott,USA,Baker's Choco Chips,6541.75,141,Thursday,August,2024,46.395390070921984
Jehu Rudeforth,Australia,99% Dark & Pure,11409.11,217,Sunday,February,2024,52.57654377880185
Jan Morforth,Australia,Mint Chip Choco,19258.41,99,Thursday,February,2024,194.52939393939394
Oby Sorrel,New Zealand,Milk Bars,5074.86,201,Friday,January,2024,25.248059701492537
Brien Boise,UK,Almond Choco,115.9,120,Saturday,May,2024,0.9658333333333334
Kelci Walkden,India,Smooth Sliky Salty,2797.19,9,Thursday,February,2024,310.7988888888889
Rafaelita Blaksland,UK,Eclairs,1608.04,75,Saturday,April,2024,21.440533333333335
Gigi Bohling,USA,Smooth Sliky Salty,2960.99,133,Monday,July,2024,22.263082706766916
Curtice Advani,New Zealand,Mint Chip Choco,3703.51,260,Friday,January,2024,14.244269230769232
Curtice Advani,USA,Mint Chip Choco,5679.57,285,Saturday,August,2024,19.928315789473682
Madelene Upcott,New Zealand,Fruit & Nut Bars,6764.17,20,Thursday,January,2024,338.2085
Karlen McCaffrey,India,85% Dark Bars,1108.85,87,Saturday,March,2024,12.745402298850573
Ches Bonnell,Australia,Caramel Stuffed Bars,9477.32,160,Wednesday,January,2024,59.23325
Kelci Walkden,USA,Fruit & Nut Bars,5301.93,155,Saturday,February,2024,34.206
Kelci Walkden,Canada,Peanut Butter Cubes,8041.25,43,Monday,April,2024,187.00581395348837
Gigi Bohling,Canada,Drinking Coco,3716.17,89,Saturday,July,2024,41.7547191011236
Husein Augar,India,Fruit & Nut Bars,4591.77,222,Thursday,April,2024,20.68364864864865
Jan Morforth,New Zealand,Organic Choco Syrup,1928.33,217,Saturday,March,2024,8.8863133640553
Gigi Bohling,New Zealand,Raspberry Choco,1225.12,186,Friday,August,2024,6.586666666666666
Dennison Crosswaite,Australia,Milk Bars,11326.55,296,Sunday,June,2024,38.26537162162162
Ches Bonnell,UK,Caramel Stuffed Bars,3063.08,301,Sunday,June,2024,10.176345514950166
Van Tuxwell,USA,Fruit & Nut Bars,7093.33,233,Friday,July,2024,30.443476394849785
Andria Kimpton,Canada,Eclairs,337.37,120,Sunday,August,2024,2.8114166666666667
Madelene Upcott,India,Choco Coated Almonds,3764.59,158,Sunday,February,2024,23.826518987341775
Kelci Walkden,New Zealand,Spicy Special Slims,695.32,68,Sunday,August,2024,10.22529411764706
Roddy Speechley,Australia,Drinking Coco,14609.99,111,Sunday,May,2024,131.62153153153153
Wilone O'Kielt,USA,Milk Bars,5298.68,96,Monday,July,2024,55.194583333333334
Andria Kimpton,India,Organic Choco Syrup,4552.3,132,Thursday,January,2024,34.48712121212122
Madelene Upcott,UK,Fruit & Nut Bars,9099.26,199,Friday,January,2024,45.72492462311558
Curtice Advani,Australia,50% Dark Bites,603.97,239,Saturday,June,2024,2.527071129707113
Brien Boise,Canada,Raspberry Choco,3172.23,46,Friday,June,2024,68.96152173913043
Gunar Cockshoot,India,Mint Chip Choco,4737.32,74,Thursday,August,2024,64.01783783783783
Dennison Crosswaite,India,Mint Chip Choco,15201.56,142,Saturday,March,2024,107.05323943661972
Barr Faughny,India,Caramel Stuffed Bars,7912.62,106,Thursday,January,2024,74.64735849056603
Brien Boise,India,Milk Bars,14190.78,269,Thursday,February,2024,52.75382899628253
Beverie Moffet,UK,Spicy Special Slims,9327.08,259,Saturday,February,2024,36.01189189189189
Barr Faughny,USA,Almond Choco,434.42,83,Saturday,February,2024,5.233975903614458
Van Tuxwell,Canada,Raspberry Choco,1497.58,132,Sunday,March,2024,11.345303030303029
Wilone O'Kielt,Australia,Baker's Choco Chips,3124.74,155,Thursday,January,2024,20.159612903225806
Brien Boise,Australia,Milk Bars,2356.21,54,Saturday,July,2024,43.63351851851852
Husein Augar,Australia,Fruit & Nut Bars,8548.0,55,Sunday,January,2024,155.4181818181818
Madelene Upcott,Australia,Organic Choco Syrup,12094.34,52,Friday,July,2024,232.58346153846153
Van Tuxwell,India,White Choc,2119.42,46,Friday,March,2024,46.07434782608696
Gunar Cockshoot,Canada,After Nines,3038.32,220,Sunday,August,2024,13.810545454545455
Jan Morforth,USA,Fruit & Nut Bars,5187.72,382,Thursday,June,2024,13.58041884816754
Jan Morforth,Canada,After Nines,5384.52,180,Saturday,July,2024,29.914
Barr Faughny,New Zealand,Manuka Honey Choco,6575.07,249,Saturday,February,2024,26.40590361445783
Karlen McCaffrey,New Zealand,85% Dark Bars,6350.37,59,Friday,June,2024,107.63338983050848
Oby Sorrel,Australia,85% Dark Bars,7488.06,28,Sunday,June,2024,267.4307142857143
Curtice Advani,Canada,Choco Coated Almonds,6997.57,7,Sunday,August,2024,999.6528571428571
Kaine Padly,India,70% Dark Bites,13081.57,324,Wednesday,January,2024,40.375216049382715
Beverie Moffet,USA,White Choc,5964.72,136,Monday,March,2024,43.85823529411765
Ches Bonnell,New Zealand,After Nines,6651.11,377,Sunday,June,2024,17.642201591511935
Husein Augar,India,Spicy Special Slims,2606.11,31,Thursday,August,2024,84.06806451612904
Gunar Cockshoot,Canada,50% Dark Bites,3615.98,24,Thursday,January,2024,150.66583333333332
Curtice Advani,India,Milk Bars,3658.27,210,Friday,April,2024,17.420333333333332
Beverie Moffet,India,Milk Bars,1997.46,314,Monday,April,2024,6.361337579617834
Husein Augar,Australia,White Choc,3618.67,213,Saturday,May,2024,16.98906103286385
Andria Kimpton,Canada,Manuka Honey Choco,5538.85,492,Sunday,July,2024,11.257825203252033
Jan Morforth,New Zealand,Orange Choco,1382.49,86,Sunday,February,2024,16.07546511627907
Andria Kimpton,Canada,Smooth Sliky Salty,1223.79,81,Monday,July,2024,15.108518518518519
Gunar Cockshoot,UK,Raspberry Choco,8043.29,344,Sunday,August,2024,23.381656976744186
Husein Augar,New Zealand,After Nines,6878.47,7,Sunday,August,2024,982.6385714285715
Andria Kimpton,New Zealand,Orange Choco,9420.22,94,Friday,June,2024,100.21510638297872
Dennison Crosswaite,UK,Baker's Choco Chips,2516.34,293,Wednesday,January,2024,8.588191126279863
Jehu Rudeforth,Canada,Orange Choco,4334.75,529,Sunday,June,2024,8.194234404536862
Jehu Rudeforth,UK,Smooth Sliky Salty,1588.49,111,Saturday,August,2024,14.31072072072072
Andria Kimpton,UK,Caramel Stuffed Bars,8959.38,271,Friday,June,2024,33.06044280442804
Jan Morforth,UK,White Choc,9409.06,46,Saturday,June,2024,204.54478260869564
Dotty Strutley,USA,Fruit & Nut Bars,3315.64,268,Saturday,July,2024,12.371791044776119
Kelci Walkden,UK,Choco Coated Almonds,10920.7,210,Friday,May,2024,52.00333333333334
Gunar Cockshoot,New Zealand,After Nines,7605.55,154,Friday,August,2024,49.38668831168831
Kaine Padly,Canada,85% Dark Bars,1859.96,33,Saturday,April,2024,56.36242424242425
Jan Morforth,New Zealand,Manuka Honey Choco,1743.87,259,Sunday,July,2024,6.733088803088803
Gunar Cockshoot,New Zealand,Raspberry Choco,758.28,57,Saturday,August,2024,13.303157894736842
Van Tuxwell,Australia,99% Dark & Pure,125.37,138,Wednesday,January,2024,0.9084782608695653
Curtice Advani,USA,Drinking Coco,6170.75,149,Wednesday,February,2024,41.41442953020134
Brien Boise,Australia,Spicy Special Slims,6867.13,273,Thursday,May,2024,25.154322344322345
Mallorie Waber,New Zealand,85% Dark Bars,8775.45,113,Thursday,June,2024,77.65884955752213
Wilone O'Kielt,USA,Choco Coated Almonds,10422.84,6,Thursday,June,2024,1737.14
Beverie Moffet,New Zealand,Organic Choco Syrup,7402.04,231,Friday,May,2024,32.043463203463205
Gunar Cockshoot,UK,50% Dark Bites,2498.04,129,Saturday,January,2024,19.364651162790697
Marney O'Breen,USA,Raspberry Choco,6873.56,152,Thursday,May,2024,45.22078947368421
Jehu Rudeforth,UK,White Choc,2015.93,304,Saturday,June,2024,6.6313486842105265
Jehu Rudeforth,New Zealand,85% Dark Bars,8077.51,95,Monday,March,2024,85.02642105263158
Dotty Strutley,USA,85% Dark Bars,11149.46,538,Thursday,April,2024,20.723903345724906
Rafaelita Blaksland,Australia,Smooth Sliky Salty,4739.39,236,Thursday,May,2024,20.082161016949154
Curtice Advani,India,Manuka Honey Choco,1844.54,185,Thursday,May,2024,9.970486486486486
Mallorie Waber,USA,Peanut Butter Cubes,1263.98,19,Thursday,May,2024,66.52526315789474
Van Tuxwell,Canada,Peanut Butter Cubes,7527.84,306,Monday,June,2024,24.60078431372549
Kelci Walkden,New Zealand,Smooth Sliky Salty,12265.45,268,Monday,March,2024,45.76660447761194
Rafaelita Blaksland,USA,Smooth Sliky Salty,17662.05,230,Saturday,July,2024,76.79152173913043
Rafaelita Blaksland,USA,White Choc,5520.0,120,Friday,August,2024,46.0
Roddy Speechley,Canada,Smooth Sliky Salty,10712.76,11,Thursday,March,2024,973.8872727272727
Curtice Advani,New Zealand,After Nines,8416.8,29,Friday,April,2024,290.2344827586207
Camilla Castle,India,85% Dark Bars,9986.05,54,Saturday,May,2024,184.92685185185184
Ches Bonnell,USA,Choco Coated Almonds,15629.82,89,Thursday,January,2024,175.61595505617979
Marney O'Breen,Australia,Baker's Choco Chips,6224.33,100,Saturday,January,2024,62.2433
Wilone O'Kielt,New Zealand,Fruit & Nut Bars,7736.85,95,Thursday,July,2024,81.44052631578948
Kaine Padly,Australia,Mint Chip Choco,4860.75,162,Friday,May,2024,30.00462962962963
Camilla Castle,New Zealand,Peanut Butter Cubes,1754.64,62,Sunday,July,2024,28.300645161290323
Curtice Advani,Canada,Organic Choco Syrup,897.13,24,Thursday,February,2024,37.38041666666667
Jan Morforth,India,99% Dark & Pure,10607.29,182,Thursday,May,2024,58.28181318681319
Rafaelita Blaksland,Canada,Drinking Coco,10772.0,192,Friday,July,2024,56.104166666666664
Jan Morforth,UK,Orange Choco,4116.96,203,Saturday,June,2024,20.280591133004926
Barr Faughny,New Zealand,50% Dark Bites,5185.36,321,Sunday,June,2024,16.153769470404985
Curtice Advani,Australia,Eclairs,6974.95,58,Monday,March,2024,120.25775862068966
Jan Morforth,India,Caramel Stuffed Bars,99.5,161,Thursday,July,2024,0.6180124223602484
Andria Kimpton,UK,White Choc,10203.47,109,Sunday,May,2024,93.60981651376146
Camilla Castle,New Zealand,Raspberry Choco,5081.52,148,Thursday,April,2024,34.3345945945946
Madelene Upcott,Australia,Orange Choco,7166.62,381,Monday,April,2024,18.81002624671916
Roddy Speechley,Canada,Eclairs,7026.54,95,Friday,March,2024,73.96357894736842
Karlen McCaffrey,India,White Choc,8265.32,251,Wednesday,January,2024,32.92956175298804
Wilone O'Kielt,India,Mint Chip Choco,1516.19,53,Thursday,August,2024,28.60735849056604
Andria Kimpton,UK,99% Dark & Pure,1258.54,72,Thursday,July,2024,17.47972222222222
Marney O'Breen,UK,50% Dark Bites,3506.38,126,Friday,June,2024,27.8284126984127
Ches Bonnell,India,Choco Coated Almonds,10969.0,83,Friday,April,2024,132.15662650602408
Madelene Upcott,UK,Raspberry Choco,8442.19,347,Monday,August,2024,24.32907780979827
Wilone O'Kielt,Australia,50% Dark Bites,11000.85,112,Saturday,August,2024,98.221875
Gigi Bohling,Canada,White Choc,6987.59,4,Thursday,July,2024,1746.8975
Wilone O'Kielt,New Zealand,Eclairs,3735.0,21,Monday,March,2024,177.85714285714286
Brien Boise,UK,Peanut Butter Cubes,17346.79,32,Wednesday,January,2024,542.0871875
Roddy Speechley,UK,Baker's Choco Chips,16517.2,349,Thursday,April,2024,47.327220630372494
Karlen McCaffrey,Australia,50% Dark Bites,7642.94,778,Wednesday,January,2024,9.82383033419023
Marney O'Breen,New Zealand,Organic Choco Syrup,10337.23,49,Monday,July,2024,210.9638775510204
Jan Morforth,UK,Organic Choco Syrup,1367.24,384,Friday,April,2024,3.5605208333333334
Rafaelita Blaksland,Canada,Fruit & Nut Bars,570.58,191,Saturday,August,2024,2.9873298429319375
Ches Bonnell,UK,Choco Coated Almonds,2012.27,259,Friday,June,2024,7.76938223938224
Gunar Cockshoot,Canada,Almond Choco,1469.24,29,Sunday,July,2024,50.663448275862066
Husein Augar,USA,99% Dark & Pure,10020.18,113,Wednesday,February,2024,88.6741592920354
Dennison Crosswaite,Canada,Mint Chip Choco,1914.65,304,Monday,April,2024,6.298190789473685
Brien Boise,UK,Manuka Honey Choco,73.91,101,Friday,June,2024,0.7317821782178218
Van Tuxwell,UK,Baker's Choco Chips,2794.33,21,Sunday,March,2024,133.06333333333333
Barr Faughny,Australia,Caramel Stuffed Bars,3192.06,54,Monday,July,2024,59.11222222222222
Dennison Crosswaite,USA,Eclairs,2447.37,98,Saturday,May,2024,24.97316326530612
Gigi Bohling,Australia,Raspberry Choco,7696.46,313,Saturday,March,2024,24.58932907348243
Dennison Crosswaite,USA,Organic Choco Syrup,14731.55,132,Thursday,July,2024,111.6026515151515
Beverie Moffet,Canada,Orange Choco,9321.64,111,Friday,May,2024,83.97873873873873
Mallorie Waber,Australia,Choco Coated Almonds,18473.63,88,Monday,March,2024,209.92761363636365
Ches Bonnell,India,Caramel Stuffed Bars,7437.55,54,Saturday,June,2024,137.7324074074074
Van Tuxwell,Canada,50% Dark Bites,14581.33,58,Sunday,May,2024,251.40224137931034
Kelci Walkden,New Zealand,Baker's Choco Chips,3389.96,115,Sunday,June,2024,29.47791304347826
Beverie Moffet,India,Spicy Special Slims,3968.38,182,Sunday,April,2024,21.804285714285715
Gigi Bohling,Australia,Almond Choco,1084.26,120,Saturday,August,2024,9.0355
Rafaelita Blaksland,New Zealand,Eclairs,20690.2,51,Wednesday,February,2024,405.69019607843137
Kelci Walkden,Canada,Smooth Sliky Salty,8929.57,121,Sunday,March,2024,73.79809917355372
Jan Morforth,India,Baker's Choco Chips,15497.27,85,Thursday,August,2024,182.32082352941177
Jehu Rudeforth,Australia,Milk Bars,9172.13,30,Monday,March,2024,305.73766666666666
Gigi Bohling,Canada,Fruit & Nut Bars,6093.61,104,Friday,June,2024,58.59240384615384
Beverie Moffet,UK,Eclairs,9144.79,156,Monday,April,2024,58.620448717948726
Marney O'Breen,New Zealand,Eclairs,5902.91,31,Thursday,January,2024,190.41645161290322
Husein Augar,Australia,99% Dark & Pure,3277.47,131,Monday,August,2024,25.01885496183206
Gunar Cockshoot,New Zealand,Fruit & Nut Bars,9759.53,424,Monday,June,2024,23.017759433962265
Curtice Advani,Canada,70% Dark Bites,2504.9,7,Wednesday,January,2024,357.84285714285716
Kelci Walkden,New Zealand,Manuka Honey Choco,1527.99,107,Monday,April,2024,14.280280373831776
Dotty Strutley,Australia,Baker's Choco Chips,3767.49,65,Friday,June,2024,57.96138461538461
Barr Faughny,Australia,85% Dark Bars,9452.18,42,Saturday,February,2024,225.05190476190478
Beverie Moffet,Australia,50% Dark Bites,764.63,441,Thursday,May,2024,1.7338548752834466
Gunar Cockshoot,India,Baker's Choco Chips,2432.75,535,Monday,March,2024,4.547196261682243
Van Tuxwell,Australia,50% Dark Bites,779.04,134,Saturday,July,2024,5.813731343283582
Oby Sorrel,USA,Manuka Honey Choco,5050.53,85,Thursday,July,2024,59.418
Van Tuxwell,Canada,Choco Coated Almonds,2727.35,293,Monday,August,2024,9.308361774744027
Karlen McCaffrey,Canada,70% Dark Bites,9089.21,602,Monday,June,2024,15.098355481727573
Kelci Walkden,Canada,Fruit & Nut Bars,881.49,152,Thursday,June,2024,5.799276315789474
Camilla Castle,India,99% Dark & Pure,227.55,225,Friday,August,2024,1.0113333333333334
Madelene Upcott,New Zealand,70% Dark Bites,14193.58,102,Thursday,February,2024,139.15274509803922
Mallorie Waber,New Zealand,Orange Choco,7459.88,23,Thursday,February,2024,324.3426086956522
Jan Morforth,Canada,70% Dark Bites,6578.55,312,Wednesday,February,2024,21.085096153846155
Kelci Walkden,Australia,Milk Bars,8975.44,137,Saturday,February,2024,65.5141605839416
Dennison Crosswaite,India,Orange Choco,852.29,123,Monday,March,2024,6.929186991869918
Husein Augar,UK,Eclairs,1955.2,250,Friday,August,2024,7.8208
Gigi Bohling,USA,Peanut Butter Cubes,323.29,72,Thursday,May,2024,4.49013888888889
Wilone O'Kielt,USA,Smooth Sliky Salty,542.39,86,Thursday,January,2024,6.306860465116279
Curtice Advani,India,White Choc,7666.62,347,Thursday,July,2024,22.09400576368876
Oby Sorrel,New Zealand,Spicy Special Slims,1826.32,13,Monday,June,2024,140.48615384615385
Beverie Moffet,New Zealand,Peanut Butter Cubes,11510.68,30,Friday,February,2024,383.68933333333337
Dotty Strutley,New Zealand,99% Dark & Pure,12263.85,223,Thursday,May,2024,54.99484304932736
Kelci Walkden,India,70% Dark Bites,3878.6,108,Thursday,June,2024,35.912962962962965
Kelci Walkden,India,Drinking Coco,8328.52,238,Thursday,July,2024,34.99378151260505
Brien Boise,New Zealand,Drinking Coco,1666.46,98,Thursday,June,2024,17.00469387755102
Dotty Strutley,Australia,Almond Choco,1754.11,95,Monday,May,2024,18.464315789473684
Wilone O'Kielt,New Zealand,Organic Choco Syrup,2390.7,274,Wednesday,January,2024,8.725182481751824
Ches Bonnell,New Zealand,Caramel Stuffed Bars,8546.72,41,Sunday,June,2024,208.45658536585364
Barr Faughny,Canada,Manuka Honey Choco,4115.57,274,Sunday,August,2024,15.020328467153284
Gigi Bohling,New Zealand,Smooth Sliky Salty,787.38,95,Wednesday,January,2024,8.288210526315789
Brien Boise,USA,Manuka Honey Choco,2095.78,8,Thursday,August,2024,261.9725
Roddy Speechley,New Zealand,85% Dark Bars,5220.8,267,Sunday,April,2024,19.553558052434457
Oby Sorrel,UK,Smooth Sliky Salty,11264.45,340,Friday,May,2024,33.13073529411765
Oby Sorrel,UK,Raspberry Choco,5477.33,341,Monday,April,2024,16.062551319648094
Roddy Speechley,USA,Drinking Coco,3389.0,160,Wednesday,February,2024,21.18125
Andria Kimpton,Australia,Manuka Honey Choco,11559.52,413,Saturday,March,2024,27.98915254237288
Mallorie Waber,India,Raspberry Choco,1676.82,2,Saturday,March,2024,838.41
Jehu Rudeforth,USA,Orange Choco,437.48,174,Sunday,July,2024,2.5142528735632186
Kaine Padly,New Zealand,70% Dark Bites,8487.63,40,Sunday,March,2024,212.19074999999998
Curtice Advani,Australia,After Nines,71.99,101,Sunday,August,2024,0.7127722772277227
Husein Augar,UK,Almond Choco,9863.62,167,Friday,May,2024,59.06359281437126
Kaine Padly,Canada,Choco Coated Almonds,3468.53,166,Saturday,May,2024,20.89475903614458
Roddy Speechley,UK,Peanut Butter Cubes,6770.35,173,Saturday,August,2024,39.1349710982659
Ches Bonnell,New Zealand,Eclairs,564.14,50,Thursday,April,2024,11.2828
Brien Boise,India,85% Dark Bars,21044.07,210,Friday,August,2024,100.20985714285715
Brien Boise,New Zealand,Organic Choco Syrup,677.38,327,Wednesday,January,2024,2.071498470948012
Andria Kimpton,Canada,White Choc,4368.01,29,Wednesday,February,2024,150.62103448275863
Gigi Bohling,New Zealand,Orange Choco,9866.2,306,Thursday,May,2024,32.24248366013072
Ches Bonnell,Canada,Smooth Sliky Salty,10723.86,125,Saturday,March,2024,85.79088
Husein Augar,Canada,70% Dark Bites,5443.42,284,Wednesday,January,2024,19.166971830985915
Barr Faughny,Canada,Organic Choco Syrup,1312.35,200,Sunday,March,2024,6.56175
Oby Sorrel,UK,Organic Choco Syrup,8471.68,162,Sunday,June,2024,52.294320987654324
Van Tuxwell,New Zealand,Eclairs,5774.6,178,Friday,March,2024,32.44157303370787
Mallorie Waber,UK,Drinking Coco,3780.02,97,Monday,May,2024,38.96927835051547
Oby Sorrel,UK,Milk Bars,6831.03,243,Thursday,July,2024,28.111234567901235
Karlen McCaffrey,New Zealand,Mint Chip Choco,4834.51,63,Saturday,March,2024,76.73825396825397
Jehu Rudeforth,USA,Raspberry Choco,8119.65,143,Monday,March,2024,56.78076923076923
Kelci Walkden,UK,85% Dark Bars,4811.88,242,Sunday,June,2024,19.88380165289256
Kelci Walkden,USA,Almond Choco,5930.01,252,Saturday,January,2024,23.531785714285714
Marney O'Breen,Canada,Orange Choco,3040.05,426,Sunday,January,2024,7.136267605633803
Dennison Crosswaite,India,Fruit & Nut Bars,1126.87,23,Monday,July,2024,48.99434782608695
Brien Boise,Canada,Smooth Sliky Salty,6051.65,490,Monday,May,2024,12.350306122448979
Barr Faughny,Canada,Baker's Choco Chips,12279.35,162,Saturday,February,2024,75.79845679012345
Brien Boise,India,Smooth Sliky Salty,7091.66,28,Monday,May,2024,253.27357142857142
Jan Morforth,Australia,Drinking Coco,3160.97,25,Sunday,February,2024,126.43879999999999
Brien Boise,India,Spicy Special Slims,1408.28,35,Sunday,January,2024,40.23657142857143
Van Tuxwell,UK,Eclairs,5776.61,114,Saturday,June,2024,50.672017543859646
Wilone O'Kielt,India,Caramel Stuffed Bars,4890.59,274,Saturday,January,2024,17.848868613138688
Jehu Rudeforth,UK,After Nines,2048.13,172,Thursday,June,2024,11.907732558139536
Barr Faughny,Canada,White Choc,4590.46,1,Friday,March,2024,4590.46
Gunar Cockshoot,India,Organic Choco Syrup,8665.99,162,Monday,June,2024,53.49376543209876
Mallorie Waber,Canada,Smooth Sliky Salty,2202.46,97,Thursday,March,2024,22.70577319587629
Mallorie Waber,India,Eclairs,11720.11,48,Friday,April,2024,244.16895833333334
Rafaelita Blaksland,Australia,Raspberry Choco,7884.86,266,Friday,January,2024,29.642330827067667
Karlen McCaffrey,UK,50% Dark Bites,3857.88,303,Saturday,April,2024,12.732277227722772
Kaine Padly,Australia,50% Dark Bites,10123.96,84,Friday,August,2024,120.52333333333333
Gigi Bohling,Australia,Eclairs,8170.88,137,Friday,April,2024,59.6414598540146
Oby Sorrel,India,Drinking Coco,19390.61,141,Sunday,July,2024,137.52205673758866
Van Tuxwell,New Zealand,Baker's Choco Chips,10197.43,24,Friday,March,2024,424.8929166666667
Husein Augar,India,Peanut Butter Cubes,5188.18,5,Thursday,May,2024,1037.636
Andria Kimpton,Australia,Baker's Choco Chips,350.27,117,Friday,August,2024,2.9937606837606836
Madelene Upcott,Canada,Choco Coated Almonds,3766.32,300,Saturday,July,2024,12.554400000000001
Brien Boise,India,70% Dark Bites,4888.37,435,Sunday,April,2024,11.237632183908046
Jehu Rudeforth,Canada,White Choc,5230.36,142,Thursday,January,2024,36.83352112676056
Andria Kimpton,Australia,Almond Choco,3790.18,168,Thursday,April,2024,22.56059523809524
Dotty Strutley,Canada,After Nines,302.18,233,Wednesday,January,2024,1.2969098712446352
Karlen McCaffrey,USA,Eclairs,1017.17,123,Thursday,August,2024,8.269674796747967
Karlen McCaffrey,Canada,Fruit & Nut Bars,241.36,17,Sunday,June,2024,14.19764705882353
Gunar Cockshoot,USA,85% Dark Bars,8347.3,138,Sunday,June,2024,60.48768115942028
Dotty Strutley,New Zealand,Raspberry Choco,6291.74,88,Saturday,February,2024,71.49704545454546
Marney O'Breen,Canada,Caramel Stuffed Bars,1543.77,674,Friday,February,2024,2.290459940652819
Dennison Crosswaite,India,Organic Choco Syrup,9744.5,225,Saturday,January,2024,43.30888888888889
Camilla Castle,UK,Mint Chip Choco,5414.75,325,Sunday,May,2024,16.66076923076923
Brien Boise,USA,70% Dark Bites,1898.07,22,Sunday,April,2024,86.27590909090908
Madelene Upcott,Australia,99% Dark & Pure,4911.08,163,Thursday,August,2024,30.129325153374232
Mallorie Waber,Australia,Eclairs,11293.17,219,Thursday,August,2024,51.566986301369866
Marney O'Breen,India,99% Dark & Pure,12398.37,161,Monday,July,2024,77.00850931677019
Husein Augar,USA,Fruit & Nut Bars,1508.57,28,Sunday,April,2024,53.8775
Kelci Walkden,Australia,Almond Choco,5869.09,354,Thursday,May,2024,16.579350282485876
Ches Bonnell,USA,Milk Bars,2770.47,159,Sunday,July,2024,17.424339622641508
Jan Morforth,UK,Caramel Stuffed Bars,3541.73,494,Friday,August,2024,7.169493927125506
Brien Boise,New Zealand,70% Dark Bites,7624.41,139,Saturday,June,2024,54.85187050359712
Oby Sorrel,India,85% Dark Bars,9928.42,130,Friday,July,2024,76.37246153846154
Kaine Padly,New Zealand,Smooth Sliky Salty,7.67,548,Friday,April,2024,0.013996350364963503
Gigi Bohling,Australia,70% Dark Bites,1624.86,103,Sunday,August,2024,15.775339805825242
Jan Morforth,UK,50% Dark Bites,6301.56,287,Friday,January,2024,21.95665505226481
